Reading Airport file from airports.txt
Read Airports: There were 5740 Airports with IATA code
Reading Routes file from routes.txt
Read Routes: There were 68292 routes with IATA code
Calculating Page Rank
PageRank Result:
2891 : 4.60927311959e-05 -> Sanga Sanga Airport, Philippines
2892 : 4.60561564312e-05 -> Pomalaa, Indonesia
2893 : 4.60561564312e-05 -> Kasiguncu, Indonesia
2894 : 4.60459401968e-05 -> Lann Bihoue, France
2895 : 4.60385485664e-05 -> Villa Garzon Airport, Colombia
2896 : 4.60385485664e-05 -> La Macarena, Colombia
2897 : 4.60385485664e-05 -> Guillermo Leon Valencia, Colombia
2898 : 4.60385485664e-05 -> La Nubia, Colombia
2899 : 4.60385485664e-05 -> San Luis, Colombia
2900 : 4.60385485664e-05 -> Yariguies, Colombia
2901 : 4.60385485664e-05 -> Las Brujas, Colombia
2902 : 4.60280500068e-05 -> La Florida, Colombia
2903 : 4.59802713344e-05 -> McArthur River Mine Airport, Australia
2904 : 4.59778793426e-05 -> Hierro, Spain
2905 : 4.59669169887e-05 -> Ivano Frankivsk International Airport, Ukraine
2906 : 4.59361795948e-05 -> Santa Rosa Airport, Brazil
2907 : 4.57541263982e-05 -> Naha, Indonesia
2908 : 4.56438712195e-05 -> Stefan Cel Mare, Romania
2909 : 4.56438712195e-05 -> Satu Mare, Romania
2910 : 4.56438712195e-05 -> Oradea, Romania
2911 : 4.56438712195e-05 -> Tautii Magheraus, Romania
2912 : 4.5617448551e-05 -> Graciosa, Portugal
2913 : 4.55382234368e-05 -> Skiros, Greece
2914 : 4.55191200925e-05 -> Chumphon, Thailand
2915 : 4.55191200925e-05 -> Ranong, Thailand
2916 : 4.55191200925e-05 -> Buri Ram, Thailand
2917 : 4.55191200925e-05 -> Roi Et, Thailand
2918 : 4.55191200925e-05 -> Loei, Thailand
2919 : 4.55191200925e-05 -> Sakon Nakhon, Thailand
2920 : 4.55191200925e-05 -> Narathiwat, Thailand
2921 : 4.55191200925e-05 -> Phrae, Thailand
2922 : 4.54350689185e-05 -> Dalbandin Airport, Pakistan
2923 : 4.53180674246e-05 -> Fengnin, Taiwan
2924 : 4.52795857079e-05 -> Manston, United Kingdom
2925 : 4.52535166111e-05 -> Karlstad Airport, Sweden
2926 : 4.52343341762e-05 -> Tancredo Thomaz de Faria Airport, Brazil
2927 : 4.52075659152e-05 -> Canal Bajo Carlos Hott Siebert, Chile
2928 : 4.515732755e-05 -> Donegal Airport, Ireland
2929 : 4.50896032568e-05 -> Wenshan Airport, China
2930 : 4.50896032568e-05 -> Lincang Airport, China
2931 : 4.50896032568e-05 -> Baoshan Airport, China
2932 : 4.50896032568e-05 -> Zhaotong Airport, China
2933 : 4.50463684834e-05 -> Talavera La Real, Spain
2934 : 4.50365738097e-05 -> Cherif El Idrissi, Morocco
2935 : 4.50111071306e-05 -> Tainan, Taiwan
2936 : 4.49968394472e-05 -> Magdeburg-Cochstedt, Germany
2937 : 4.49669515099e-05 -> Redencao Airport, Brazil
2938 : 4.49549178659e-05 -> Narrabri Airport, Australia
2939 : 4.49549178659e-05 -> Moree Airport, Australia
2940 : 4.49549178659e-05 -> Lismore Airport, Australia
2941 : 4.49549178659e-05 -> Mount Hotham Airport, Australia
2942 : 4.49549178659e-05 -> Cooma Snowy Mountains Airport, Australia
2943 : 4.49549178659e-05 -> Cobar Airport, Australia
2944 : 4.49549178659e-05 -> Armidale, Australia
2945 : 4.48184203775e-05 -> Bolzano, Italy
2946 : 4.47261562279e-05 -> Agra, India
2947 : 4.46785708837e-05 -> Paraburdoo Airport, Australia
2948 : 4.45609038231e-05 -> Osijek, Croatia
2949 : 4.44498046372e-05 -> Olgii Airport, Mongolia
2950 : 4.44498046372e-05 -> Khovd Airport, Mongolia
2951 : 4.4405643483e-05 -> Pulau Pangkor Airport, Malaysia
2952 : 4.4405643483e-05 -> Hua Hin, Thailand
2953 : 4.43675869405e-05 -> Breves Airport, Brazil
2954 : 4.43675869405e-05 -> Tucurui, Brazil
2955 : 4.43385514773e-05 -> Plovdiv, Bulgaria
2956 : 4.43250091999e-05 -> Kassel Calden, Germany
2957 : 4.42619834361e-05 -> Tanjung Manis Airport, Malaysia
2958 : 4.42479511591e-05 -> Stephenville, Canada
2959 : 4.42144898631e-05 -> Kidlington, United Kingdom
2960 : 4.41612098615e-05 -> Yongzhou Lingling Airport, China
2961 : 4.41600612177e-05 -> Shigatse Peace Airport, China
2962 : 4.41600612177e-05 -> Panzhihua, China
2963 : 4.41600612177e-05 -> Nyingchi Airport, China
2964 : 4.41600612177e-05 -> Qamdo Bangda Airport, China
2965 : 4.41424595406e-05 -> Pedro Canga, Peru
2966 : 4.41424595406e-05 -> Comandante Fap German Arias Graziani, Peru
2967 : 4.4133041146e-05 -> Salamanca, Spain
2968 : 4.40178822073e-05 -> Cap Haitien Intl, Haiti
2969 : 4.39857795458e-05 -> Waterford, Ireland
2970 : 4.39276803485e-05 -> Surkhet, Nepal
2971 : 4.39276803485e-05 -> Simara, Nepal
2972 : 4.38268610927e-05 -> Mackenzie Airport, Canada
2973 : 4.3814718142e-05 -> Kangding Airport, China
2974 : 4.35743820652e-05 -> Devonport Airport, Australia
2975 : 4.35108496704e-05 -> NAYPYITAW, Burma
2976 : 4.35066127726e-05 -> Chapada Diamantina Airport, Brazil
2977 : 4.35066127726e-05 -> Bom Jesus Da Lapa, Brazil
2978 : 4.34660174895e-05 -> Longyan Airport, China
2979 : 4.34213730152e-05 -> Mayaguana, Bahamas
2980 : 4.34213730152e-05 -> Matthew Town, Bahamas
2981 : 4.295947178e-05 -> Luena, Angola
2982 : 4.295947178e-05 -> Mbanza Congo, Angola
2983 : 4.2927333853e-05 -> Chipata Airport, Zambia
2984 : 4.2927333853e-05 -> Mfuwe, Zambia
2985 : 4.29153331487e-05 -> Moshoeshoe I Intl, Lesotho
2986 : 4.29153331487e-05 -> J M Nkomo Intl, Zimbabwe
2987 : 4.29153331487e-05 -> Matsapha, Swaziland
2988 : 4.29153331487e-05 -> Mthatha, South Africa
2989 : 4.29153331487e-05 -> Richards Bay, South Africa
2990 : 4.29153331487e-05 -> Pietermaritzburg, South Africa
2991 : 4.29153331487e-05 -> Polokwane International, South Africa
2992 : 4.29153331487e-05 -> Phalaborwa, South Africa
2993 : 4.26079755205e-05 -> Oudomxay, Laos
2994 : 4.26079755205e-05 -> Luang Namtha, Laos
2995 : 4.26079755205e-05 -> Xieng Khouang, Laos
2996 : 4.25776521357e-05 -> Nelson Lagoon, United States
2997 : 4.25776521357e-05 -> False Pass Airport, United States
2998 : 4.25776521357e-05 -> King Cove Airport, United States
2999 : 4.25191774123e-05 -> Mendeleevo, Russia
3000 : 4.25191774123e-05 -> Okha Airport, Russia
3001 : 4.25191774123e-05 -> Burevestnik Airport, Russia
3002 : 4.25090606149e-05 -> Dr Antonio Nicolas Briceno, Venezuela
3003 : 4.25090606149e-05 -> San Tome, Venezuela
3004 : 4.25090606149e-05 -> Casique Aramare, Venezuela
3005 : 4.25090606149e-05 -> Jose Leonardo Chirinos, Venezuela
3006 : 4.24408426657e-05 -> Veliky Ustyug, Russia
3007 : 4.22869756356e-05 -> Arua Airport, Uganda
3008 : 4.22492677918e-05 -> Saint Cloud Regional Airport, United States
3009 : 4.21474278972e-05 -> Massawa Intl, Eritrea
3010 : 4.20287438972e-05 -> Praslin, Seychelles
3011 : 4.19118866997e-05 -> Hermanos Ameijeiras, Cuba
3012 : 4.19118866997e-05 -> Rafael Cabrera, Cuba
3013 : 4.19118866997e-05 -> Mariana Grajales, Cuba
3014 : 4.18645039583e-05 -> Chokurdakh Airport, Russia
3015 : 4.18645039583e-05 -> Cherskiy Airport, Russia
3016 : 4.18645039583e-05 -> Tiksi Airport, Russia
3017 : 4.18645039583e-05 -> Poliarny Airport, Russia
3018 : 4.18312640869e-05 -> Mtwara, Tanzania
3019 : 4.18312640869e-05 -> Arusha, Tanzania
3020 : 4.16586873222e-05 -> Asosa, Ethiopia
3021 : 4.16586873222e-05 -> Bahir Dar, Ethiopia
3022 : 4.16586873222e-05 -> Arba Minch, Ethiopia
3023 : 4.16056054532e-05 -> Muhammad Salahuddin, Indonesia
3024 : 4.15724944275e-05 -> Gary Chicago International Airport, United States
3025 : 4.15724944275e-05 -> Scott Afb Midamerica, United States
3026 : 4.15724944275e-05 -> Rickenbacker Intl, United States
3027 : 4.14327545693e-05 -> Lahad Datu, Malaysia
3028 : 4.14240916348e-05 -> Ogle, Guyana
3029 : 4.13812121246e-05 -> Mundo Maya International, Guatemala
3030 : 4.1375488522e-05 -> Panjgur, Pakistan
3031 : 4.13071232413e-05 -> Luderitz Airport, Namibia
3032 : 4.12701048008e-05 -> Odate Noshiro Airport, Japan
3033 : 4.12701048008e-05 -> Shonai Airport, Japan
3034 : 4.12701048008e-05 -> Miyakejima Airport, Japan
3035 : 4.12701048008e-05 -> Noto, Japan
3036 : 4.12701048008e-05 -> Oshima, Japan
3037 : 4.12701048008e-05 -> Hachijojima, Japan
3038 : 4.12701048008e-05 -> Tottori, Japan
3039 : 4.12701048008e-05 -> Izumo, Japan
3040 : 4.12701048008e-05 -> Monbetsu, Japan
3041 : 4.12701048008e-05 -> Nanki Shirahama, Japan
3042 : 4.11265874515e-05 -> Malikus Saleh Airport, Indonesia
3043 : 4.11265874515e-05 -> Binaka, Indonesia
3044 : 4.11075916079e-05 -> Brest, Belarus
3045 : 4.11075916079e-05 -> Hrodno Airport, Belarus
3046 : 4.11075916079e-05 -> Gomel, Belarus
3047 : 4.10790263524e-05 -> Pai, Thailand
3048 : 4.10505133394e-05 -> Kaduna, Nigeria
3049 : 4.10505133394e-05 -> Yakubu Gowon, Nigeria
3050 : 4.09959295087e-05 -> Ataq, Yemen
3051 : 4.09758035518e-05 -> Gunsa, China
3052 : 4.09034256407e-05 -> Lencero Airport, Mexico
3053 : 4.09034256407e-05 -> Tapachula Intl, Mexico
3054 : 4.09034256407e-05 -> Quetzalcoatl Intl, Mexico
3055 : 4.09034256407e-05 -> Minatitlan, Mexico
3056 : 4.09034256407e-05 -> Lazaro Cardenas, Mexico
3057 : 4.09034256407e-05 -> General Pedro Jose Mendez Intl, Mexico
3058 : 4.09034256407e-05 -> Chetumal Intl, Mexico
3059 : 4.08976442305e-05 -> Camiguin Airport, Philippines
3060 : 4.0828640034e-05 -> Cauayan Airport, Philippines
3061 : 4.0828640034e-05 -> Virac Airport, Philippines
3062 : 4.0828640034e-05 -> Antique, Philippines
3063 : 4.07877477773e-05 -> Trail Airport, Canada
3064 : 4.07877477773e-05 -> Powell River Airport, Canada
3065 : 4.07877477773e-05 -> Masset Airport, Canada
3066 : 4.07877477773e-05 -> Sandspit, Canada
3067 : 4.07877477773e-05 -> Penticton, Canada
3068 : 4.07854826148e-05 -> Plaine Corail, Mauritius
3069 : 4.07379120341e-05 -> Guemar Airport, Algeria
3070 : 4.07379120341e-05 -> Laghouat, Algeria
3071 : 4.07379120341e-05 -> Sidi Mahdi, Algeria
3072 : 4.07379120341e-05 -> Ghriss, Algeria
3073 : 4.07379120341e-05 -> Cheikh Larbi Tebessi, Algeria
3074 : 4.07379120341e-05 -> Jijel, Algeria
3075 : 4.07046473287e-05 -> Pangborn Field, United States
3076 : 4.07046473287e-05 -> Walla Walla Regional Airport, United States
3077 : 4.07046473287e-05 -> Yakima Air Terminal McAllister Field, United States
3078 : 4.06441927413e-05 -> Sugraly Airport, Uzbekistan
3079 : 4.06349316752e-05 -> Sunyani, Ghana
3080 : 4.03709577061e-05 -> Waimea Kohala, United States
3081 : 4.02679111766e-05 -> Mason City Municipal, United States
3082 : 4.02679111766e-05 -> Aberdeen Regional Airport, United States
3083 : 4.02679111766e-05 -> Fort Dodge Rgnl, United States
3084 : 4.02679111766e-05 -> Chisholm Hibbing, United States
3085 : 4.02679111766e-05 -> Gogebic Iron County Airport, United States
3086 : 4.02062583166e-05 -> Medicine Hat, Canada
3087 : 4.02062583166e-05 -> Lethbridge, Canada
3088 : 4.02062583166e-05 -> Lloydminster, Canada
3089 : 4.01181389107e-05 -> Yellowstone Airport, United States
3090 : 4.01181389107e-05 -> Elko Regional Airport, United States
3091 : 4.01181389107e-05 -> Pocatello Regional Airport, United States
3092 : 4.01181389107e-05 -> Magic Valley Regional Airport, United States
3093 : 4.01181389107e-05 -> Bert Mooney Airport, United States
3094 : 4.01181389107e-05 -> Cedar City Rgnl, United States
3095 : 4.0026467266e-05 -> Bathurst Airport, Canada
3096 : 4.00069239897e-05 -> Vernal Regional Airport, United States
3097 : 4.00069239897e-05 -> San Luis Valley Regional Airport, United States
3098 : 4.00069239897e-05 -> Kearney Municipal Airport, United States
3099 : 4.00069239897e-05 -> Laramie Regional Airport, United States
3100 : 4.00069239897e-05 -> Sheridan County Airport, United States
3101 : 4.00069239897e-05 -> Cortez Muni, United States
3102 : 4.00069239897e-05 -> Telluride, United States
3103 : 4.00069239897e-05 -> Four Corners Rgnl, United States
3104 : 4.00069239897e-05 -> Riverton Regional, United States
3105 : 4.00059718518e-05 -> Hanimaadhoo Airport, Maldives
3106 : 4.00008959973e-05 -> Pago Pago Intl, American Samoa
3107 : 3.99931421276e-05 -> El Fashir, Sudan
3108 : 3.9911405312e-05 -> Ogdensburg Intl, United States
3109 : 3.9911405312e-05 -> Massena Intl Richards Fld, United States
3110 : 3.99078752591e-05 -> Juancho E. Yrausquin, Netherlands Antilles
3111 : 3.97798494572e-05 -> Garoua, Cameroon
3112 : 3.97798494572e-05 -> Salak, Cameroon
3113 : 3.97363925843e-05 -> Joplin Rgnl, United States
3114 : 3.97363925843e-05 -> Lawton-Fort Sill Regional Airport, United States
3115 : 3.97363925843e-05 -> Texarkana Rgnl Webb Fld, United States
3116 : 3.97363925843e-05 -> Roswell Intl Air Center, United States
3117 : 3.97363925843e-05 -> Abilene Rgnl, United States
3118 : 3.97363925843e-05 -> San Angelo Rgnl Mathis Fld, United States
3119 : 3.97363925843e-05 -> Waco Rgnl, United States
3120 : 3.97363925843e-05 -> Sheppard Afb Wichita Falls Muni, United States
3121 : 3.97363925843e-05 -> Southeast Texas Rgnl, United States
3122 : 3.97363925843e-05 -> Garden City Rgnl, United States
3123 : 3.97363925843e-05 -> East Texas Rgnl, United States
3124 : 3.97305276356e-05 -> Shillong Airport, India
3125 : 3.9627719437e-05 -> Vinnitsa, Ukraine
3126 : 3.9627719437e-05 -> Pevek, Russia
3127 : 3.96230852496e-05 -> Gardabya Airport, Libya
3128 : 3.96230852496e-05 -> Ubari Airport, Libya
3129 : 3.96230852496e-05 -> Ghadames East, Libya
3130 : 3.96230852496e-05 -> Ghat, Libya
3131 : 3.95987646903e-05 -> Los Alamos Airport, United States
3132 : 3.95987646903e-05 -> Cavern City Air Terminal, United States
3133 : 3.95850292232e-05 -> Victoria Regional Airport, United States
3134 : 3.95850292232e-05 -> Lea Co Rgnl, United States
3135 : 3.95048046141e-05 -> Co Ong Airport, Vietnam
3136 : 3.95048046141e-05 -> Ca Mau, Vietnam
3137 : 3.94808132197e-05 -> Naples Muni, United States
3138 : 3.94131490239e-05 -> Rota Intl, Northern Mariana Islands
3139 : 3.93811946774e-05 -> Wonju Airport, South Korea
3140 : 3.9330766157e-05 -> Merced Municipal Airport, United States
3141 : 3.9330766157e-05 -> Visalia Municipal Airport, United States
3142 : 3.9330766157e-05 -> Inyokern Airport, United States
3143 : 3.9330766157e-05 -> McClellan-Palomar Airport, United States
3144 : 3.92349560264e-05 -> Prince Abdul Majeed Airport, Saudi Arabia
3145 : 3.92349560264e-05 -> Turaif, Saudi Arabia
3146 : 3.92349560264e-05 -> Rafha, Saudi Arabia
3147 : 3.91993574419e-05 -> Kokshetau Airport, Kazakhstan
3148 : 3.9188435307e-05 -> Dien Bien Phu Airport, Vietnam
3149 : 3.91863104746e-05 -> Rishiri, Japan
3150 : 3.91693013917e-05 -> Cape Girardeau Regional Airport, United States
3151 : 3.91693013917e-05 -> Kirksville Regional Airport, United States
3152 : 3.91693013917e-05 -> Quincy Regional Baldwin Field, United States
3153 : 3.91693013917e-05 -> Waynesville Rgnl Arpt At Forney Fld, United States
3154 : 3.91693013917e-05 -> Jonesboro Muni, United States
3155 : 3.91693013917e-05 -> Williamson Country Regional Airport, United States
3156 : 3.91201248251e-05 -> Lynchburg Regional Preston Glenn Field, United States
3157 : 3.91028443708e-05 -> Skardu Airport, Pakistan
3158 : 3.91028443708e-05 -> Gilgit, Pakistan
3159 : 3.90536438547e-05 -> Roskilde, Denmark
3160 : 3.90449788908e-05 -> Kufra, Libya
3161 : 3.90329064978e-05 -> Mid-Ohio Valley Regional Airport, United States
3162 : 3.89362705378e-05 -> Eastern Oregon Regional Airport, United States
3163 : 3.89323212072e-05 -> Bodaibo, Russia
3164 : 3.89078039293e-05 -> General Mariano Matamoros, Mexico
3165 : 3.88802649482e-05 -> Shah Mokhdum, Bangladesh
3166 : 3.8876075785e-05 -> Southwest Georgia Regional Airport, United States
3167 : 3.8876075785e-05 -> Brunswick Golden Isles Airport, United States
3168 : 3.8876075785e-05 -> Northwest Alabama Regional Airport, United States
3169 : 3.8876075785e-05 -> Hattiesburg Laurel Regional Airport, United States
3170 : 3.8876075785e-05 -> Valdosta Regional Airport, United States
3171 : 3.8876075785e-05 -> Key Field, United States
3172 : 3.8876075785e-05 -> Golden Triangle Regional Airport, United States
3173 : 3.8876075785e-05 -> Columbus Metropolitan Airport, United States
3174 : 3.8876075785e-05 -> Dothan Rgnl, United States
3175 : 3.88113764652e-05 -> Ludhiana, India
3176 : 3.88113764652e-05 -> Kanpur, India
3177 : 3.87654771281e-05 -> Chippewa County International Airport, United States
3178 : 3.87654771281e-05 -> Pellston Regional Airport of Emmet County Airport, United States
3179 : 3.87654771281e-05 -> Delta County Airport, United States
3180 : 3.87583684031e-05 -> Chris Hadfield, Canada
3181 : 3.87583684031e-05 -> Kingston, Canada
3182 : 3.87536952885e-05 -> Qabala Airport, Azerbaijan
3183 : 3.87536952885e-05 -> Gorno-Altaysk Airport, Russia
3184 : 3.87536952885e-05 -> Kirovsk-Apatity Airport, Russia
3185 : 3.87536952885e-05 -> Penza Airport, Russia
3186 : 3.87536952885e-05 -> Orsk Airport, Russia
3187 : 3.87536952885e-05 -> Ulyanovsk East Airport, Russia
3188 : 3.87536952885e-05 -> Elista Airport, Russia
3189 : 3.87536952885e-05 -> Petrozavodsk Airport, Russia
3190 : 3.87536952885e-05 -> Ugolny Airport, Russia
3191 : 3.87524576849e-05 -> Igarka Airport, Russia
3192 : 3.87474626859e-05 -> Waterloo Regional Airport, United States
3193 : 3.87474626859e-05 -> Houghton County Memorial Airport, United States
3194 : 3.87474626859e-05 -> Chippewa Valley Regional Airport, United States
3195 : 3.87474626859e-05 -> Muskegon County Airport, United States
3196 : 3.87474626859e-05 -> Dubuque Rgnl, United States
3197 : 3.87474626859e-05 -> Barkley Regional Airport, United States
3198 : 3.87474626859e-05 -> Watertown Intl, United States
3199 : 3.87474626859e-05 -> Sioux Gateway Col Bud Day Fld, United States
3200 : 3.87280065392e-05 -> Mysore Airport, India
3201 : 3.87280065392e-05 -> Pondicherry, India
3202 : 3.87280065392e-05 -> Belgaum, India
3203 : 3.86720123412e-05 -> Show Low Regional Airport, United States
3204 : 3.86720123412e-05 -> Grant County Airport, United States
3205 : 3.86720123412e-05 -> Flagstaff Pulliam Airport, United States
3206 : 3.86255985648e-05 -> Nis, Serbia
3207 : 3.86128864133e-05 -> Redding Muni, United States
3208 : 3.86128864133e-05 -> Modesto City Co Harry Sham, United States
3209 : 3.86128864133e-05 -> Chico Muni, United States
3210 : 3.85598711825e-05 -> Nanded Airport, India
3211 : 3.85598711825e-05 -> Jamnagar, India
3212 : 3.85551919389e-05 -> Khasab, Oman
3213 : 3.8544421487e-05 -> Wejh, Saudi Arabia
3214 : 3.8516134445e-05 -> Shenandoah Valley Regional Airport, United States
3215 : 3.8516134445e-05 -> Raleigh County Memorial Airport, United States
3216 : 3.8516134445e-05 -> Lancaster Airport, United States
3217 : 3.84558723805e-05 -> Kamembe, Rwanda
3218 : 3.8394256674e-05 -> Rutland State Airport, United States
3219 : 3.8394256674e-05 -> Adirondack Regional Airport, United States
3220 : 3.8394256674e-05 -> Knox County Regional Airport, United States
3221 : 3.8394256674e-05 -> Augusta State, United States
3222 : 3.83874402923e-05 -> Manistee County-Blacker Airport, United States
3223 : 3.83691775951e-05 -> Uzhhorod International Airport, Ukraine
3224 : 3.83446935727e-05 -> Tekirdağ Çorlu Airport, Turkey
3225 : 3.83033350984e-05 -> Ziguinchor, Senegal
3226 : 3.82973937365e-05 -> Salina Municipal Airport, United States
3227 : 3.82910600352e-05 -> Bijie Feixiong Airport, China
3228 : 3.82910600352e-05 -> Foshan, China
3229 : 3.82645561071e-05 -> St Gatien, France
3230 : 3.82645561071e-05 -> Dundee, United Kingdom
3231 : 3.82142669664e-05 -> Trat, Thailand
3232 : 3.82142669664e-05 -> Sukhothai, Thailand
3233 : 3.82142669664e-05 -> Khon Kaen, Thailand
3234 : 3.82142669664e-05 -> Lampang, Thailand
3235 : 3.81755387525e-05 -> Kuopio, Finland
3236 : 3.81755387525e-05 -> Kuusamo, Finland
3237 : 3.81755387525e-05 -> Joensuu, Finland
3238 : 3.81755387525e-05 -> Ivalo, Finland
3239 : 3.80990767197e-05 -> La Gomera Airport, Spain
3240 : 3.79498273501e-05 -> Chernivtsi International Airport, Ukraine
3241 : 3.79423067223e-05 -> Adiyaman Airport, Turkey
3242 : 3.79423067223e-05 -> Isparta Süleyman Demirel Airport, Turkey
3243 : 3.79423067223e-05 -> Nakhchivan Airport, Azerbaijan
3244 : 3.79135781875e-05 -> Sorstokken, Norway
3245 : 3.79135781875e-05 -> Leirin, Norway
3246 : 3.79135781875e-05 -> Bardufoss, Norway
3247 : 3.78246582538e-05 -> Agatti, India
3248 : 3.78111052063e-05 -> Kiruna, Sweden
3249 : 3.78111052063e-05 -> Ornskoldsvik, Sweden
3250 : 3.78111052063e-05 -> Gallivare, Sweden
3251 : 3.78082884349e-05 -> Athens Ben Epps Airport, United States
3252 : 3.77484554402e-05 -> Ouarzazate, Morocco
3253 : 3.77469095964e-05 -> Geiteryggen, Norway
3254 : 3.77171526823e-05 -> Gyumri, Armenia
3255 : 3.76914759468e-05 -> Lannion, France
3256 : 3.76914759468e-05 -> Aurillac, France
3257 : 3.76914759468e-05 -> Loudes, France
3258 : 3.76248727525e-05 -> Kuressaare, Estonia
3259 : 3.75901587683e-05 -> Syros Airport, Greece
3260 : 3.75901587683e-05 -> Paros, Greece
3261 : 3.75901587683e-05 -> Naxos, Greece
3262 : 3.75901587683e-05 -> Milos, Greece
3263 : 3.75901587683e-05 -> Filippos, Greece
3264 : 3.75901587683e-05 -> Aristotelis, Greece
3265 : 3.75901587683e-05 -> Ioannina, Greece
3266 : 3.74730233866e-05 -> Sihanoukville, Cambodia
3267 : 3.74123653485e-05 -> Tacheng Airport, China
3268 : 3.72080406179e-05 -> Jonkoping, Sweden
3269 : 3.71837253073e-05 -> Campbeltown Airport, United Kingdom
3270 : 3.71837253073e-05 -> Barra Airport, United Kingdom
3271 : 3.71837253073e-05 -> Tiree, United Kingdom
3272 : 3.71837253073e-05 -> Islay, United Kingdom
3273 : 3.7162125011e-05 -> Nefta, Tunisia
3274 : 3.70717517431e-05 -> Cambridge, United Kingdom
3275 : 3.70267260817e-05 -> Logroño-Agoncillo Airport, Spain
3276 : 3.70101056135e-05 -> Brac, Croatia
3277 : 3.68397657079e-05 -> Yangyang International Airport, South Korea
3278 : 3.68020928115e-05 -> Saab, Sweden
3279 : 3.67265888449e-05 -> Sonderborg, Denmark
3280 : 3.67265888449e-05 -> Bornholm Ronne, Denmark
3281 : 3.67265888449e-05 -> Karup, Denmark
3282 : 3.67043875728e-05 -> Sármellék International Airport, Hungary
3283 : 3.66623342393e-05 -> Ohrid, Macedonia
3284 : 3.66364733021e-05 -> Arad, Romania
3285 : 3.65955865687e-05 -> Banja Luka International Airport, Bosnia and Herzegovina
3286 : 3.65660971744e-05 -> Monaco, Monaco
3287 : 3.65660971744e-05 -> Mirecourt, France
3288 : 3.65590809133e-05 -> Anadolu Airport, Turkey
3289 : 3.65047713445e-05 -> Yushu Batang, China
3290 : 3.64890173088e-05 -> Longvic, France
3291 : 3.63921386616e-05 -> Taba Intl, Egypt
3292 : 3.63442423167e-05 -> Burgos Airport, Spain
3293 : 3.62622818844e-05 -> Kastelorizo, Greece
3294 : 3.59577101254e-05 -> Tianshui Airport, China
3295 : 2.8324599915e-05 -> Glen Innes, Australia
3296 : 2.8324599915e-05 -> Inverell, Australia
3297 : 2.8324599915e-05 -> Garowe - International, Somalia
3298 : 2.8324599915e-05 -> Aeroporto Estadual Arthur Siqueira, Brazil
3299 : 2.8324599915e-05 -> Cochrane, Canada
3300 : 2.8324599915e-05 -> Elkhart Municipal, United States
3301 : 2.8324599915e-05 -> Fort McMurray - Mildred Lake Airport, Canada
3302 : 2.8324599915e-05 -> Wilmington Amtrak Station, United States
3303 : 2.8324599915e-05 -> NAS Alameda, United States
3304 : 2.8324599915e-05 -> Brampton Island, Australia
3305 : 2.8324599915e-05 -> Clayton County Tara Field, United States
3306 : 2.8324599915e-05 -> Belmont Airport, Australia
3307 : 2.8324599915e-05 -> Balkanabat, Turkmenistan
3308 : 2.8324599915e-05 -> Ulithi, Micronesia
3309 : 2.8324599915e-05 -> Yelahanka AFB, India
3310 : 2.8324599915e-05 -> Boston Back Bay Station, United States
3311 : 2.8324599915e-05 -> Velikiye Luki, Russia
3312 : 2.8324599915e-05 -> Wilcannia, Australia
3313 : 2.8324599915e-05 -> Popondetta, Papua New Guinea
3314 : 2.8324599915e-05 -> Gayndah, Australia
3315 : 2.8324599915e-05 -> Temora, Australia
3316 : 2.8324599915e-05 -> Shepparton, Australia
3317 : 2.8324599915e-05 -> Ann Arbor Municipal Airport, United States
3318 : 2.8324599915e-05 -> Shute Harbour, Australia
3319 : 2.8324599915e-05 -> Motueka, New Zealand
3320 : 2.8324599915e-05 -> Hayward Executive Airport, United States
3321 : 2.8324599915e-05 -> Frazier Lake Airpark, United States
3322 : 2.8324599915e-05 -> Chinchilla, Australia
3323 : 2.8324599915e-05 -> Redhill Aerodrome, United Kingdom
3324 : 2.8324599915e-05 -> Changhai, China
3325 : 2.8324599915e-05 -> Guyuan, China
3326 : 2.8324599915e-05 -> Kratie Airport, Cambodia
3327 : 2.8324599915e-05 -> Playa del Carmen Airport, Mexico
3328 : 2.8324599915e-05 -> Selfield Airport, United States
3329 : 2.8324599915e-05 -> Chan Gurney, United States
3330 : 2.8324599915e-05 -> Sao Carlos TAM, Brazil
3331 : 2.8324599915e-05 -> Botucatu, Brazil
3332 : 2.8324599915e-05 -> Hattiesburg Bobby L. Chain Municipal Airport, United States
3333 : 2.8324599915e-05 -> Pecos Municipal Airport, United States
3334 : 2.8324599915e-05 -> Zhytomyr, Ukraine
3335 : 2.8324599915e-05 -> Cuamba, Mozambique
3336 : 2.8324599915e-05 -> Ndutu, Tanzania
3337 : 2.8324599915e-05 -> Lee Airport, United States
3338 : 2.8324599915e-05 -> Windom Municipal Airport, United States
3339 : 2.8324599915e-05 -> Turpan, China
3340 : 2.8324599915e-05 -> Iowa City Municipal Airport, United States
3341 : 2.8324599915e-05 -> Keetmanshoop, Namibia
3342 : 2.8324599915e-05 -> Kankan, Guinea
3343 : 2.8324599915e-05 -> Monroe Reqional Airport, United States
3344 : 2.8324599915e-05 -> Albian Aerodrome, Canada
3345 : 2.8324599915e-05 -> Rochester Airport, United Kingdom
3346 : 2.8324599915e-05 -> Dillant Hopkins Airport, United States
3347 : 2.8324599915e-05 -> Pecs, Hungary
3348 : 2.8324599915e-05 -> Kissidougou, Guinea
3349 : 2.8324599915e-05 -> Oakland Co. Intl, United States
